spbu_id,spbu_name,location,transaction_id,payment_id,payment_type,amount
"1,Jakarta,SPBU A,1001,1,debit,"" Rp28,500.00 "",,,,"
"1,Jakarta,SPBU B,1002,1,debit,"" Rp160,000.00 "",,,,"
"1,Jakarta,SPBU C,1003,2,credit,"" Rp180,000.00 "",,,,"
"1,Jakarta,SPBU D,1004,2,credit,"" Rp325,000.00 "",,,,"
"1,Jakarta,SPBU A,1005,3,e-wallet,"" Rp245,000.00 "",,,,"
"1,Jakarta,SPBU B,1006,1,debit,"" Rp135,000.00 "",,,,"
"1,Jakarta,SPBU B,1007,2,credit,"" Rp300,000.00 "",,,,,,"
"1,Jakarta,SPBU B,1008,3,e-wallet,"" Rp200,000.00 "",,,, ,,"
"1,Jakarta,SPBU A,1009,2,credit,"" Rp110,000.00 "",,,,,,"
"1,Jakarta,SPBU C,1022,3,e-wallet,"" Rp255,000.00 "",,,,,,"
"1,Jakarta,SPBU A,1023,1,debit,"" Rp285,000.00 "",,,,,,"
"1,Jakarta,SPBU A,1024,2,credit,"" Rp315,000.00 "",,,,,,"
"1,Jakarta,SPBU A,1025,1,debit,"" Rp195,000.00 "",,,,,,"
"4,Kalimantan,SPBU E,1010,3,e-wallet,"" Rp30,000.00 "",,,,,,"
"4,Kalimantan,SPBU F,1011,2,credit,"" Rp275,000.00 "",,,,,,"
"4,Kalimantan,SPBU G,1012,2,credit,"" Rp310,000.00 "",,,,,,"
"4,Kalimantan,SPBU G,1013,1,debit,"" Rp295,000.00 "",,,,,,"
"4,Kalimantan,SPBU G,1014,2,credit,"" Rp120,000.00 "",,,,,,"
"4,Kalimantan,SPBU G,1015,1,debit,"" Rp33,000.00 "",,,,,,"
"4,Kalimantan,SPBU F,1016,3,e-wallet,"" Rp325,000.00 "",,,,,,"
"4,Kalimantan,SPBU G,1017,2,credit,"" Rp190,000.00 "",,,,,,"
"4,Kalimantan,SPBU G,1018,1,debit,"" Rp135,000.00 "",,,,,,"
"4,Kalimantan,SPBU F,1019,1,debit,"" Rp330,000.00 "",,,,,,"
"4,Kalimantan,SPBU G,1020,3,e-wallet,"" Rp110,000.00 "",,,,,,"
"4,Kalimantan,SPBU F,1021,2,credit,"" Rp275,000.00 "",,,,,,"
"2,Banten,SPBU H,1026,3,e-wallet,"" Rp31,500.00 "",,,,,,"
"2,Banten,SPBU I,1027,1,debit,"" Rp28,500.00 "",,,,,,"
"2,Banten,SPBU I,1028,2,credit,"" Rp31,000.00 "",,,,,,"
"2,Banten,SPBU K,1029,2,credit,"" Rp31,000.00 "",,,,,,"
"2,Banten,SPBU J,1030,1,debit,"" Rp15,500.00 "",,,,,,"
"2,Banten,SPBU K,1031,3,e-wallet,"" Rp20,000.00 "",,,,,,"
"2,Banten,SPBU K,1032,1,debit,"" Rp140,000.00 "",,,,,,"
"2,Banten,SPBU K,1033,2,credit,"" Rp115,000.00 "",,,,,,"
"2,Banten,SPBU I,1034,3,e-wallet,"" Rp28,500.00 "",,,,,,"
"2,Banten,SPBU K,1035,1,debit,"" Rp34,500.00 "",,,,,,"
"2,Banten,SPBU K,1036,2,credit,"" Rp265,000.00 "",,,,,,"
"2,Banten,SPBU I,1037,2,credit,"" Rp285,000.00 "",,,,,,"
"2,Banten,SPBU K,1038,3,e-wallet,"" Rp255,000.00 "",,,,,,"
"2,Banten,SPBU I,1039,1,debit,"" Rp33,500.00 "",,,,,,"
"2,Banten,SPBU K,1040,2,credit,"" Rp25,000.00 "",,,,,,"
"2,Banten,SPBU K,1041,1,debit,"" Rp255,000.00 "",,,,,,"
"2,Banten,SPBU K,1042,2,credit,"" Rp28,000.00 "",,,,,,"
"2,Banten,SPBU K,1043,3,e-wallet,"" Rp25,500.00 "",,,,,,"
"2,Banten,SPBU I,1044,1,debit,"" Rp140,000.00 "",,,,,,"
"2,Banten,SPBU K,1045,2,credit,"" Rp32,500.00 "",,,,,,"
"2,Banten,SPBU I,1046,2,credit,"" Rp275,000.00 "",,,,,,"
"2,Banten,SPBU K,1061,1,debit,"" Rp28,500.00 "",,,,,,"
"2,Banten,SPBU J,1062,2,credit,"" Rp310,000.00 "",,,,,,"
"2,Banten,SPBU K,1063,3,e-wallet,"" Rp28,500.00 "",,,,,,"
"2,Banten,SPBU I,1064,2,credit,"" Rp305,000.00 "",,,,,,"
"2,Banten,SPBU K,1065,1,debit,"" Rp31,500.00 "",,,,,,"
"2,Banten,SPBU K,1066,3,e-wallet,"" Rp310,000.00 "",,,,,,"
"2,Banten,SPBU J,1067,2,credit,"" Rp30,000.00 "",,,,,,"
"2,Banten,SPBU I,1068,1,debit,"" Rp28,000.00 "",,,,,,"
"2,Banten,SPBU K,1069,1,debit,"" Rp35,000.00 "",,,,,,"
"2,Banten,SPBU J,1070,3,e-wallet,"" Rp31,500.00 "",,,,,,"
"2,Banten,SPBU K,1071,1,debit,"" Rp295,000.00 "",,,,,,"
"2,Banten,SPBU I,1072,2,credit,"" Rp255,000.00 "",,,,,,"
"2,Banten,SPBU J,1073,2,credit,"" Rp26,000.00 "",,,,,,"
"2,Banten,SPBU J,1074,3,e-wallet,"" Rp300,000.00 "",,,,,,"
"2,Banten,SPBU K,1075,1,debit,"" Rp33,000.00 "",,,,,,"
"2,Banten,SPBU K,1076,1,debit,"" Rp27,000.00 "",,,,,,"
"2,Banten,SPBU K,1077,2,credit,"" Rp275,000.00 "",,,,,,"
"2,Banten,SPBU I,1078,3,e-wallet,"" Rp27,000.00 "",,,,,,"
"2,Banten,SPBU K,1079,1,debit,"" Rp260,000.00 "",,,,,,"
"2,Banten,SPBU J,1080,2,credit,"" Rp26,000.00 "",,,,,,"
"2,Banten,SPBU K,1081,2,credit,"" Rp260,000.00 "",,,,,,"
"2,Banten,SPBU J,1082,1,debit,"" Rp26,500.00 "",,,,,,"
"2,Banten,SPBU K,1083,3,e-wallet,"" Rp30,500.00 "",,,,,,"
"2,Banten,SPBU J,1084,1,debit,"" Rp28,500.00 "",,,,,,"
"2,Banten,SPBU K,1085,3,e-wallet,"" Rp265,000.00 "",,,,,,"
"2,Banten,SPBU K,1086,2,credit,"" Rp26,000.00 "",,,,,,"
"2,Banten,SPBU J,1087,2,credit,"" Rp26,000.00 "",,,,,,"
"2,Banten,SPBU J,1088,1,debit,"" Rp32,500.00 "",,,,,,"
"2,Banten,SPBU J,1089,3,e-wallet,"" Rp275,000.00 "",,,,,,"
"2,Banten,SPBU J,1090,2,credit,"" Rp27,500.00 "",,,,,,"
"2,Banten,SPBU I,1091,1,debit,"" Rp34,500.00 "",,,,,,"
"2,Banten,SPBU J,1092,3,e-wallet,"" Rp33,000.00 "",,,,,,"
"2,Banten,SPBU I,1093,1,debit,"" Rp285,000.00 "",,,,,,"
"2,Banten,SPBU I,1094,2,credit,"" Rp280,000.00 "",,,,,,"
"2,Banten,SPBU I,1095,2,credit,"" Rp26,000.00 "",,,,,,"
"2,Banten,SPBU J,1096,3,e-wallet,"" Rp280,000.00 "",,,,,,"
"2,Banten,SPBU I,1097,1,debit,"" Rp32,000.00 "",,,,,,"
"2,Banten,SPBU I,1098,2,credit,"" Rp32,000.00 "",,,,,,"
"2,Banten,SPBU I,1099,1,debit,"" Rp27,000.00 "",,,,,,"
"2,Banten,SPBU I,1100,2,credit,"" Rp30,500.00 "",,,,,,"
"2,Banten,SPBU I,1101,3,e-wallet,"" Rp28,000.00 "",,,,,,"
"2,Banten,SPBU J,1102,1,debit,"" Rp29,500.00 "",,,,,,"
"2,Banten,SPBU K,1103,2,credit,"" Rp280,000.00 "",,,,,,"
"2,Banten,SPBU J,1104,3,e-wallet,"" Rp30,000.00 "",,,,,,"
"2,Banten,SPBU K,1105,1,debit,"" Rp300,000.00 "",,,,,,"
"2,Banten,SPBU K,1106,2,credit,"" Rp29,500.00 "",,,,,,"
"2,Banten,SPBU I,1107,2,credit,"" Rp27,000.00 "",,,,,,"
"2,Banten,SPBU J,1108,3,e-wallet,"" Rp28,000.00 "",,,,,,"
"2,Banten,SPBU K,1109,1,debit,"" Rp295,000.00 "",,,,,,"
"2,Banten,SPBU I,1110,2,credit,"" Rp260,000.00 "",,,,,,"
"2,Banten,SPBU K,1111,1,debit,"" Rp28,000.00 "",,,,,,"
"2,Banten,SPBU J,1112,3,e-wallet,"" Rp300,000.00 "",,,,,,"
"2,Banten,SPBU I,1113,2,credit,"" Rp31,500.00 "",,,,,,"
"2,Banten,SPBU J,1114,1,debit,"" Rp28,000.00 "",,,,,,"
"2,Banten,SPBU I,1115,1,debit,"" Rp295,000.00 "",,,,,,"
"2,Banten,SPBU J,1116,2,credit,"" Rp25,000.00 "",,,,,,"
"2,Banten,SPBU K,1117,3,e-wallet,"" Rp285,000.00 "",,,,,,"
"2,Banten,SPBU J,1118,1,debit,"" Rp33,500.00 "",,,,,,"
"2,Banten,SPBU I,1119,2,credit,"" Rp30,500.00 "",,,,,,"
"2,Banten,SPBU K,1120,3,e-wallet,"" Rp26,000.00 "",,,,,,"
"2,Banten,SPBU J,1121,1,debit,"" Rp31,500.00 "",,,,,,"
"5,Jawa Tengah,SPBU O,1047,1,debit,"" Rp270,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU P,1048,3,e-wallet,"" Rp295,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU O,1049,1,debit,"" Rp270,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU P,1050,3,e-wallet,"" Rp305,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU O,1051,2,credit,"" Rp160,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU P,1052,2,credit,"" Rp250,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU O,1053,1,debit,"" Rp260,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU P,1054,1,debit,"" Rp280,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU O,1055,3,e-wallet,"" Rp315,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU P,1056,1,debit,"" Rp25,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU O,1057,2,credit,"" Rp285,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU P,1058,3,e-wallet,"" Rp305,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU O,1059,1,debit,"" Rp290,000.00 "",,,,,,"
"5,Jawa Tengah,SPBU P,1060,2,credit,"" Rp320,000.00 "",,,,,,"
"3,Bali,SPBU L,1122,2,credit,"" Rp250,000.00 "",,,,,,"
"3,Bali,SPBU M,1123,2,credit,"" Rp295,000.00 "",,,,,,"
"3,Bali,SPBU N,1124,3,e-wallet,"" Rp255,000.00 "",,,,,,"
"3,Bali,SPBU L,1125,1,debit,"" Rp280,000.00 "",,,,,,"
"3,Bali,SPBU M,1126,2,credit,"" Rp31,000.00 "",,,,,,"
"3,Bali,SPBU L,1127,1,debit,"" Rp290,000.00 "",,,,,,"
"3,Bali,SPBU M,1128,2,credit,"" Rp285,000.00 "",,,,,,"
"3,Bali,SPBU N,1129,3,e-wallet,"" Rp325,000.00 "",,,,,,"
"3,Bali,SPBU L,1130,1,debit,"" Rp28,000.00 "",,,,,,"
"3,Bali,SPBU M,1131,3,e-wallet,"" Rp290,000.00 "",,,,,,"
"3,Bali,SPBU L,1132,2,credit,"" Rp255,000.00 "",,,,,,"
"3,Bali,SPBU M,1133,2,credit,"" Rp25,000.00 "",,,,,,"
"3,Bali,SPBU N,1134,1,debit,"" Rp305,000.00 "",,,,,,"
"3,Bali,SPBU L,1135,1,debit,"" Rp285,000.00 "",,,,,,"
