spbu_id,spbu_name,location,transaction_id,payment_id,payment_type,amount
1,Jakarta,SPBU A,2001,1,debit,160000
1,Jakarta,SPBU B,2002,1,debit,35000
1,Jakarta,SPBU C,2003,2,credit,180000
1,Jakarta,SPBU D,2004,2,credit,325000
1,Jakarta,SPBU A,2005,3,e-wallet,245000
1,Jakarta,SPBU B,2006,1,debit,50000
1,Jakarta,SPBU B,2007,2,credit,300000
1,Jakarta,SPBU B,2008,3,e-wallet,160000
1,Jakarta,SPBU A,2009,2,credit,160000
1,Jakarta,SPBU C,2010,3,e-wallet,35000
1,Jakarta,SPBU A,2011,1,debit,275000
1,Jakarta,SPBU A,2012,2,credit,160000
1,Jakarta,SPBU A,2013,1,debit,325000
2,Banten,SPBU K,2014,3,e-wallet,30000
2,Banten,SPBU K,2015,2,credit,265000
2,Banten,SPBU J,2016,2,credit,275000
2,Banten,SPBU I,2017,1,debit,280000
2,Banten,SPBU K,2018,2,credit,35000
2,Banten,SPBU J,2019,1,debit,50000
2,Banten,SPBU K,2020,3,e-wallet,160000
2,Banten,SPBU I,2021,2,credit,160000
4,Kalimantan,SPBU G,2022,1,debit,325000
4,Kalimantan,SPBU F,2023,1,debit,275000
4,Kalimantan,SPBU G,2024,3,e-wallet,160000
4,Kalimantan,SPBU F,2025,2,credit,160000
2,Banten,SPBU H,2026,3,e-wallet,140000
2,Banten,SPBU I,2027,1,debit,50000
2,Banten,SPBU I,2028,2,credit,275000
2,Banten,SPBU K,2029,2,credit,325000
2,Banten,SPBU J,2030,1,debit,160000
2,Banten,SPBU K,2031,3,e-wallet,20000
2,Banten,SPBU K,2032,1,debit,160000
2,Banten,SPBU K,2033,2,credit,160000
2,Banten,SPBU I,2034,3,e-wallet,140000
2,Banten,SPBU K,2035,1,debit,50000
4,Kalimantan,SPBU G,2036,2,credit,325000
4,Kalimantan,SPBU F,2037,2,credit,35000
4,Kalimantan,SPBU G,2038,3,e-wallet,160000
4,Kalimantan,SPBU F,2039,1,debit,160000
2,Banten,SPBU K,2040,2,credit,50000
2,Banten,SPBU K,2041,1,debit,255000
2,Banten,SPBU K,2042,2,credit,280000
2,Banten,SPBU K,2043,3,e-wallet,25500
2,Banten,SPBU I,2044,1,debit,325000
2,Banten,SPBU K,2045,2,credit,320000
2,Banten,SPBU I,2046,2,credit,160000
2,Banten,SPBU K,2047,1,debit,28500
2,Banten,SPBU J,2048,2,credit,50000
2,Banten,SPBU K,2049,3,e-wallet,140000
2,Banten,SPBU I,2050,2,credit,305000
2,Banten,SPBU K,2051,1,debit,50000
2,Banten,SPBU K,2052,3,e-wallet,320000
2,Banten,SPBU J,2053,2,credit,280000
2,Banten,SPBU I,2054,1,debit,325000
2,Banten,SPBU K,2055,1,debit,160000
2,Banten,SPBU J,2056,3,e-wallet,50000
2,Banten,SPBU K,2057,1,debit,295000
2,Banten,SPBU I,2058,2,credit,255000
2,Banten,SPBU J,2059,2,credit,140000
2,Banten,SPBU J,2060,3,e-wallet,325000
2,Banten,SPBU K,2061,1,debit,33000
2,Banten,SPBU K,2062,1,debit,27000
2,Banten,SPBU K,2063,2,credit,160000
2,Banten,SPBU I,2064,3,e-wallet,27000
2,Banten,SPBU K,2065,1,debit,265000
2,Banten,SPBU J,2066,2,credit,275000
2,Banten,SPBU K,2067,2,credit,260000
2,Banten,SPBU J,2068,1,debit,325000
2,Banten,SPBU K,2069,3,e-wallet,140000
2,Banten,SPBU J,2070,1,debit,320000
2,Banten,SPBU K,2071,3,e-wallet,160000
2,Banten,SPBU K,2072,2,credit,26000
2,Banten,SPBU J,2073,2,credit,26000
2,Banten,SPBU J,2074,1,debit,50000
2,Banten,SPBU J,2075,3,e-wallet,275000
2,Banten,SPBU J,2076,2,credit,265000
2,Banten,SPBU I,2077,1,debit,34500
2,Banten,SPBU J,2078,3,e-wallet,325000
2,Banten,SPBU I,2079,1,debit,160000
2,Banten,SPBU I,2080,2,credit,280000
2,Banten,SPBU I,2081,2,credit,50000
2,Banten,SPBU J,2082,3,e-wallet,265000
2,Banten,SPBU I,2083,1,debit,32000
2,Banten,SPBU I,2084,2,credit,32000
2,Banten,SPBU I,2085,1,debit,27000
6,Sumatera,SPBU T,2086,2,credit,30500
6,Sumatera,SPBU R,2087,3,e-wallet,160000
6,Sumatera,SPBU S,2088,1,debit,325000
6,Sumatera,SPBU T,2089,2,credit,265000
6,Sumatera,SPBU R,2090,3,e-wallet,30000
6,Sumatera,SPBU S,2091,1,debit,50000
2,Banten,SPBU K,2092,2,credit,29500
2,Banten,SPBU I,2093,2,credit,27000
2,Banten,SPBU J,2094,3,e-wallet,28000
2,Banten,SPBU K,2095,1,debit,140000
2,Banten,SPBU I,2096,2,credit,320000
2,Banten,SPBU K,2097,1,debit,160000
2,Banten,SPBU J,2098,3,e-wallet,325000
2,Banten,SPBU I,2099,2,credit,160000
2,Banten,SPBU J,2100,1,debit,28000
2,Banten,SPBU I,2101,1,debit,295000
2,Banten,SPBU J,2102,2,credit,160000
2,Banten,SPBU K,2103,3,e-wallet,50000
2,Banten,SPBU J,2104,1,debit,320000
2,Banten,SPBU I,2105,2,credit,160000
2,Banten,SPBU K,2106,3,e-wallet,325000
2,Banten,SPBU J,2107,1,debit,31500
5,Jawa Tengah,SPBU O,2108,1,debit,160000
5,Jawa Tengah,SPBU P,2109,3,e-wallet,140000
5,Jawa Tengah,SPBU O,2110,1,debit,270000
3,Bali,SPBU M,2111,3,e-wallet,160000
3,Bali,SPBU N,2112,2,credit,140000
3,Bali,SPBU L,2113,2,credit,265000
3,Bali,SPBU M,2114,1,debit,50000
3,Bali,SPBU L,2115,1,debit,50000
3,Bali,SPBU M,2116,3,e-wallet,325000
3,Bali,SPBU N,2117,1,debit,50000
5,Jawa Tengah,SPBU O,2118,2,credit,140000
5,Jawa Tengah,SPBU P,2119,3,e-wallet,320000
5,Jawa Tengah,SPBU O,2120,1,debit,50000
5,Jawa Tengah,SPBU P,2121,2,credit,320000
3,Bali,SPBU L,2122,2,credit,265000
3,Bali,SPBU M,2123,2,credit,160000
3,Bali,SPBU N,2124,3,e-wallet,140000
3,Bali,SPBU L,2125,1,debit,320000
3,Bali,SPBU M,2126,2,credit,160000
3,Bali,SPBU L,2127,1,debit,325000
3,Bali,SPBU M,2128,2,credit,50000
3,Bali,SPBU N,2129,3,e-wallet,50000
3,Bali,SPBU L,2130,1,debit,265000
3,Bali,SPBU M,2131,3,e-wallet,50000
3,Bali,SPBU L,2132,2,credit,160000
5,Jawa Tengah,SPBU O,2133,2,credit,50000
5,Jawa Tengah,SPBU P,2134,1,debit,305000
5,Jawa Tengah,SPBU O,2135,1,debit,325000
5,Jawa Tengah,SPBU P,2136,3,e-wallet,160000
3,Bali,SPBU L,2137,1,debit,320000
6,Sumatera,SPBU R,2138,2,credit,50000
6,Sumatera,SPBU S,2139,3,e-wallet,140000
6,Sumatera,SPBU T,2140,1,debit,50000
6,Sumatera,SPBU R,2141,2,credit,255000
6,Sumatera,SPBU S,2142,1,debit,50000
6,Sumatera,SPBU T,2143,2,credit,295000
6,Sumatera,SPBU R,2144,3,e-wallet,160000
6,Sumatera,SPBU S,2145,2,credit,325000
6,Sumatera,SPBU T,2146,1,debit,50000
6,Sumatera,SPBU R,2147,3,e-wallet,160000
6,Sumatera,SPBU S,2148,2,credit,265000
6,Sumatera,SPBU T,2149,1,debit,140000
6,Sumatera,SPBU S,2150,1,debit,160000
,,,,,,
