spbu_id,spbu_name,location,transaction_id,payment_id,payment_type,amount
1,Jakarta,SPBU A,3001,1,debit," Rp160,000.00 "
1,Jakarta,SPBU B,3002,1,debit," Rp35,000.00 "
1,Jakarta,SPBU C,3003,2,credit," Rp180,000.00 "
1,Jakarta,SPBU D,3004,2,credit," Rp325,000.00 "
1,Jakarta,SPBU A,3005,3,e-wallet," Rp245,000.00 "
1,Jakarta,SPBU B,3006,1,debit," Rp135,000.00 "
1,Jakarta,SPBU B,3007,2,credit," Rp300,000.00 "
1,Jakarta,SPBU B,3008,3,e-wallet," Rp280,000.00 "
1,Jakarta,SPBU A,3009,2,credit," Rp110,000.00 "
1,Jakarta,SPBU C,3010,3,e-wallet," Rp35,000.00 "
1,Jakarta,SPBU A,3011,1,debit," Rp285,000.00 "
1,Jakarta,SPBU A,3012,2,credit," Rp200,000.00 "
1,Jakarta,SPBU A,3013,1,debit," Rp195,000.00 "
2,Banten,SPBU K,3014,3,e-wallet," Rp30,000.00 "
1,Jakarta,SPBU C,3015,2,credit," Rp275,000.00 "
1,Jakarta,SPBU D,3016,2,credit," Rp310,000.00 "
1,Jakarta,SPBU A,3017,1,debit," Rp280,000.00 "
2,Banten,SPBU K,3018,2,credit," Rp35,000.00 "
2,Banten,SPBU J,3019,1,debit," Rp33,000.00 "
2,Banten,SPBU K,3020,3,e-wallet," Rp325,000.00 "
2,Banten,SPBU I,3021,2,credit," Rp190,000.00 "
4,Kalimantan,SPBU G,3022,1,debit," Rp135,000.00 "
4,Kalimantan,SPBU F,3023,1,debit," Rp330,000.00 "
4,Kalimantan,SPBU G,3024,3,e-wallet," Rp110,000.00 "
4,Kalimantan,SPBU F,3025,2,credit," Rp275,000.00 "
2,Banten,SPBU H,3026,3,e-wallet," Rp31,500.00 "
2,Banten,SPBU I,3027,1,debit," Rp280,000.00 "
2,Banten,SPBU I,3028,2,credit," Rp31,000.00 "
2,Banten,SPBU K,3029,2,credit," Rp35,000.00 "
2,Banten,SPBU J,3030,1,debit," Rp15,500.00 "
2,Banten,SPBU K,3031,3,e-wallet," Rp20,000.00 "
2,Banten,SPBU K,3032,1,debit," Rp140,000.00 "
2,Banten,SPBU K,3033,2,credit," Rp115,000.00 "
2,Banten,SPBU I,3034,3,e-wallet," Rp280,000.00 "
2,Banten,SPBU K,3035,1,debit," Rp34,500.00 "
4,Kalimantan,SPBU G,3036,2,credit," Rp265,000.00 "
4,Kalimantan,SPBU F,3037,2,credit," Rp35,000.00 "
4,Kalimantan,SPBU G,3038,3,e-wallet," Rp140,000.00 "
4,Kalimantan,SPBU F,3039,1,debit," Rp33,500.00 "
2,Banten,SPBU K,3040,2,credit," Rp25,000.00 "
2,Banten,SPBU K,3041,1,debit," Rp255,000.00 "
2,Banten,SPBU K,3042,2,credit," Rp280,000.00 "
2,Banten,SPBU K,3043,3,e-wallet," Rp25,500.00 "
2,Banten,SPBU I,3044,1,debit," Rp140,000.00 "
2,Banten,SPBU K,3045,2,credit," Rp32,500.00 "
2,Banten,SPBU I,3046,2,credit," Rp275,000.00 "
2,Banten,SPBU K,3047,1,debit," Rp28,500.00 "
2,Banten,SPBU J,3048,2,credit," Rp35,000.00 "
2,Banten,SPBU K,3049,3,e-wallet," Rp140,000.00 "
2,Banten,SPBU I,3050,2,credit," Rp305,000.00 "
2,Banten,SPBU K,3051,1,debit," Rp31,500.00 "
2,Banten,SPBU K,3052,3,e-wallet," Rp35,000.00 "
2,Banten,SPBU J,3053,2,credit," Rp280,000.00 "
2,Banten,SPBU I,3054,1,debit," Rp28,000.00 "
2,Banten,SPBU K,3055,1,debit," Rp35,000.00 "
2,Banten,SPBU J,3056,3,e-wallet," Rp31,500.00 "
2,Banten,SPBU K,3057,1,debit," Rp295,000.00 "
5,Jawa Tengah,SPBU O,3058,2,credit," Rp255,000.00 "
5,Jawa Tengah,SPBU P,3059,2,credit," Rp280,000.00 "
5,Jawa Tengah,SPBU O,3060,3,e-wallet," Rp275,000.00 "
2,Banten,SPBU K,3061,1,debit," Rp33,000.00 "
2,Banten,SPBU K,3062,1,debit," Rp27,000.00 "
2,Banten,SPBU K,3063,2,credit," Rp275,000.00 "
2,Banten,SPBU I,3064,3,e-wallet," Rp27,000.00 "
2,Banten,SPBU K,3065,1,debit," Rp260,000.00 "
2,Banten,SPBU J,3066,2,credit," Rp275,000.00 "
2,Banten,SPBU K,3067,2,credit," Rp260,000.00 "
2,Banten,SPBU J,3068,1,debit," Rp280,000.00 "
5,Jawa Tengah,SPBU O,3069,3,e-wallet," Rp275,000.00 "
5,Jawa Tengah,SPBU P,3070,1,debit," Rp275,000.00 "
5,Jawa Tengah,SPBU O,3071,3,e-wallet," Rp265,000.00 "
2,Banten,SPBU K,3072,2,credit," Rp26,000.00 "
2,Banten,SPBU J,3073,2,credit," Rp26,000.00 "
2,Banten,SPBU J,3074,1,debit," Rp275,000.00 "
2,Banten,SPBU J,3075,3,e-wallet," Rp275,000.00 "
2,Banten,SPBU J,3076,2,credit," Rp28,000.00 "
2,Banten,SPBU I,3077,1,debit," Rp34,500.00 "
2,Banten,SPBU J,3078,3,e-wallet," Rp28,000.00 "
2,Banten,SPBU I,3079,1,debit," Rp280,000.00 "
2,Banten,SPBU I,3080,2,credit," Rp280,000.00 "
2,Banten,SPBU I,3081,2,credit," Rp140,000.00 "
2,Banten,SPBU J,3082,3,e-wallet," Rp280,000.00 "
2,Banten,SPBU I,3083,1,debit," Rp32,000.00 "
2,Banten,SPBU I,3084,2,credit," Rp32,000.00 "
2,Banten,SPBU I,3085,1,debit," Rp27,000.00 "
6,Sumatera,SPBU T,3086,2,credit," Rp30,500.00 "
6,Sumatera,SPBU R,3087,3,e-wallet," Rp28,000.00 "
6,Sumatera,SPBU S,3088,1,debit," Rp140,000.00 "
6,Sumatera,SPBU T,3089,2,credit," Rp280,000.00 "
6,Sumatera,SPBU R,3090,3,e-wallet," Rp30,000.00 "
6,Sumatera,SPBU S,3091,1,debit," Rp300,000.00 "
2,Banten,SPBU K,3092,2,credit," Rp29,500.00 "
2,Banten,SPBU I,3093,2,credit," Rp27,000.00 "
2,Banten,SPBU J,3094,3,e-wallet," Rp28,000.00 "
5,Jawa Tengah,SPBU O,3095,1,debit," Rp295,000.00 "
5,Jawa Tengah,SPBU P,3096,2,credit," Rp140,000.00 "
5,Jawa Tengah,SPBU O,3097,1,debit," Rp28,000.00 "
2,Banten,SPBU J,3098,3,e-wallet," Rp300,000.00 "
2,Banten,SPBU I,3099,2,credit," Rp28,000.00 "
2,Banten,SPBU J,3100,1,debit," Rp28,000.00 "
2,Banten,SPBU I,3101,1,debit," Rp295,000.00 "
2,Banten,SPBU J,3102,2,credit," Rp25,000.00 "
2,Banten,SPBU K,3103,3,e-wallet," Rp285,000.00 "
2,Banten,SPBU J,3104,1,debit," Rp140,000.00 "
2,Banten,SPBU I,3105,2,credit," Rp30,500.00 "
2,Banten,SPBU K,3106,3,e-wallet," Rp26,000.00 "
2,Banten,SPBU J,3107,1,debit," Rp31,500.00 "
5,Jawa Tengah,SPBU O,3108,1,debit," Rp270,000.00 "
5,Jawa Tengah,SPBU P,3109,3,e-wallet," Rp140,000.00 "
5,Jawa Tengah,SPBU O,3110,1,debit," Rp270,000.00 "
3,Bali,SPBU M,3111,3,e-wallet," Rp305,000.00 "
3,Bali,SPBU N,3112,2,credit," Rp140,000.00 "
3,Bali,SPBU L,3113,2,credit," Rp250,000.00 "
3,Bali,SPBU M,3114,1,debit," Rp260,000.00 "
3,Bali,SPBU L,3115,1,debit," Rp280,000.00 "
3,Bali,SPBU M,3116,3,e-wallet," Rp140,000.00 "
3,Bali,SPBU N,3117,1,debit," Rp25,000.00 "
5,Jawa Tengah,SPBU O,3118,2,credit," Rp140,000.00 "
5,Jawa Tengah,SPBU P,3119,3,e-wallet," Rp305,000.00 "
5,Jawa Tengah,SPBU O,3120,1,debit," Rp140,000.00 "
5,Jawa Tengah,SPBU P,3121,2,credit," Rp320,000.00 "
2,Banten,SPBU K,3122,2,credit," Rp140,000.00 "
2,Banten,SPBU I,3123,2,credit," Rp295,000.00 "
2,Banten,SPBU K,3124,3,e-wallet," Rp140,000.00 "
2,Banten,SPBU K,3125,1,debit," Rp320,000.00 "
2,Banten,SPBU J,3126,2,credit," Rp31,000.00 "
2,Banten,SPBU I,3127,1,debit," Rp290,000.00 "
2,Banten,SPBU K,3128,2,credit," Rp290,000.00 "
3,Bali,SPBU N,3129,3,e-wallet," Rp325,000.00 "
3,Bali,SPBU L,3130,1,debit," Rp28,000.00 "
3,Bali,SPBU M,3131,3,e-wallet," Rp140,000.00 "
3,Bali,SPBU L,3132,2,credit," Rp255,000.00 "
5,Jawa Tengah,SPBU O,3133,2,credit," Rp25,000.00 "
5,Jawa Tengah,SPBU P,3134,1,debit," Rp305,000.00 "
5,Jawa Tengah,SPBU O,3135,1,debit," Rp140,000.00 "
5,Jawa Tengah,SPBU P,3136,3,e-wallet," Rp320,000.00 "
3,Bali,SPBU L,3137,1,debit," Rp320,000.00 "
6,Sumatera,SPBU R,3138,2,credit," Rp140,000.00 "
6,Sumatera,SPBU S,3139,3,e-wallet," Rp140,000.00 "
6,Sumatera,SPBU T,3140,1,debit," Rp255,000.00 "
6,Sumatera,SPBU R,3141,2,credit," Rp255,000.00 "
6,Sumatera,SPBU S,3142,1,debit," Rp140,000.00 "
6,Sumatera,SPBU T,3143,2,credit," Rp295,000.00 "
6,Sumatera,SPBU R,3144,3,e-wallet," Rp320,000.00 "
6,Sumatera,SPBU S,3145,2,credit," Rp140,000.00 "
6,Sumatera,SPBU T,3146,1,debit," Rp140,000.00 "
3,Bali,SPBU N,3147,3,e-wallet," Rp305,000.00 "
3,Bali,SPBU L,3148,2,credit," Rp32,000.00 "
3,Bali,SPBU M,3149,1,debit," Rp140,000.00 "
3,Bali,SPBU L,3150,1,debit," Rp320,000.00 "
